type_id,name,price
OTROS SERVICIOS FORÁNEOS,"Formateo a CPU, incluye  Lic antivirus y respaldo",700
OTROS SERVICIOS FORÁNEOS,"Formateo a LAP TOP, incluye  Lic antivirus y respaldo",800
OTROS SERVICIOS FORÁNEOS,Instalación de software (paquetería),450
OTROS SERVICIOS FORÁNEOS,Instalación de Lic. Antivirus,425
OTROS SERVICIOS FORÁNEOS,Instalación de impresora,250
OTROS SERVICIOS FORÁNEOS,Instalación de Router/acces,350
OTROS SERVICIOS FORÁNEOS,Otros,0.00
