type_id,name,price
6,INSTALACION DE MODEM,300
6,INSTALACION DE ROUTER/ACCES POINT,350
6,INSTALACION DE NODO DE RED ,330
6,INSTALACION DE TARJETA DE RED INALAMBRICA,250
6,CAMBIO DE CONECTORES DE RED ,100
